字段1_文本,字段2,时间,字段3
张快乐333,【购车经历】 本来是考虑宋PLUS EV的，突然有个广告弹出来宋L，看完外观内饰直接拿下了，新上市本以为没优惠，没想到也能便宜2000，这是我意想不到的，4s店销售服务非常好，非常到位，一步到位直接年前提车开走。 【驾驶感受】 宋L这车驾驶感觉不错，非常智能有科技感，第一次购买纯电车，提现非常好，一直都开燃油车油耗贵提速慢，电车技术真的顶呱呱，以后置换还得换新能源车。 【续航】 广州地区续航冬天的动态续航还是可以接受的，能达到6~7成左右，可以接受 【空间表现】 这车内饰空间看数据是比轿车大，可是4个门的无边框和其他技术在里面导致比较厚，内饰空间会变小，不过内饰设计很时尚，运动风，个人也比较喜欢,2024-02-11,广州
仁爱阳光QTq,总体来说还是挺满意，但是车漆质量很差，洗车的时候抹布突然擦掉一块漆片，当时以为是个拉力碎片吧，洗干净后才发现掉漆了，真是离了大谱了，70-80码速度很省点，可以实现1:1续航里程，110码高速电耗在16-17度，总的来说算满意吧，就是车漆很薄，年后去4s点检测一下车漆是不是质量问题,2024-02-12,海口
风花雪月乱入怀,选择原因：工作性质，特斯拉进不去单位，极氪001实在太超预算了。本来看上08了（用的魅族手机，车机互联很好用），后来去隔壁比亚迪溜达，刚好这个店新到宋L，店里看是真帅，电动尾翼实在是太骚了，太戳我了。 外观：550卓越黑色，配黑色轮毂，帅的很；但也是真的不耐脏，下雪后两三天就去4S店洗一次，好在4S店离我家就1.8公里。 续航与电耗：提车的那段时间刚好是我们这最冷的时候，零下9度，空调开到最大，电耗25；后面升温就好了，降到16。只跑市区，这个续航已经很够我用了，家里和单位都能充电。 最后，妹妹说的对，紫色氛围灯确实很有韵味。,2024-02-11,连云港
一个懵懂无知的车主,"之前的车是13款翼虎，传说中断轴王，但是10年了，除了水箱抖动换了个，其他都挺好的。
       坐标郑州，除了置换补贴基本没优惠，而且我提车是店里第一台，送了几次保养、全车贴膜、脚垫和一些小玩意，别的就没有优惠了。
       换了宋L之后发现这个车的操控基本跟翼虎差不多，因为车身低了，所以整体还是要好一些。科技配置我不喜欢自动驾驶，所以现有配置很满意，完全符合要求，而且后排空间明显大了不少，座椅支撑性也很好，后面做4个大人不显得很拥挤。目前半个月已经跑了2000KM，非常满意！
       这半个月基本跑的都是高速，100-130之间，而且全程空调香氛按摩，所以电耗略高，跑270KM基本就剩下40%了。算下来基本打68折，但是看得多了感觉也不错，基本到公司了还能跑个一周，充满电回家继续跑，预计再跑半个月就该首保了，确实电车要比油车跑的多…
       这个车自带ETC,激活要一次性附50块，但是方便了不少，一些停车场也不用停车扫码了，目前对我的五彩斑斓的白很满意。",2024-01-15,郑州
宋L不是宋,"续航满意，空间OK，动力完全够，就是车厢胎噪🐶～，21万的车竟然给我省那个氛围灯

【销售态度】
我这个销售不是吹，服务态度是真好，政策很给力，身边同事基本都要慢慢换电车了后面全给他介绍

【续航】
在福建开电车就一个字香，比之前的油车还耐开
【动力表现】
开标准模式动力随叫随到，运动模式感觉直接起飞，比我之前那辆洗浴5的2.0T强太多了！
【购车经历】
刚开始看的是TSL，后面看汉ev整个购车过程花了2周时间，上个月刚好上市展厅有车一看外观就决定买这款，后面去了5家4S店谈价格哈，我们这边有十几家BYD4S店
【最不满意】
高续航低配其实够了，就是这个最重要的氛围灯竟然不给配，4S店也没有加装服务",2024-01-27,泉州
三石而尧,总体来说非常满意。去年11月份打算买新车，原本打算买宋plusdmi，后面宋L发布后，有了新选择，外形帅，配置实用，在同级别是性价比最高的。试驾后很满意，没有犹豫，就他了。12月份跑了几家店，都没什么优惠。原本想买550卓越版，无奈这款缺货严重，春节前不一定能提车，最后在家人催促下，加钱买了有现车的660卓越。提车一个多星期，各方面都很满意。,2024-02-04,深圳
小家筑梦,我们买车就本就是打算买增程和纯电，然后suv。智驾有没有不是强要求，但是自动泊车和高速领航要有，然后要有座椅按摩和氛围灯，自动后门，其他主观感觉。走了一圈发现这个车比较好看，价格合适，蔚来理想也挺好，就是贵了点。去试驾问界，结果只能试驾普通版本，因为两台智驾版本都撞了去维修，所以可以想象我的心情，就没能知道智能驾驶体验什么样。想想智能驾驶就算了，等法律和技术再成熟一下再说吧。 续航，跑高速打6折，城区基本不怎么虚 充电，还没有装电桩，外面的快充，充电电压570v左右，充电功率附近的80kw，根据桩不一样功率也不一样。发一个充电订单大家可以作为参考。 开起来没什么异响，没开过别的20+以上的车，高速风噪胎噪不评价 我觉得不满意的地方有两个，一个是白色内饰真容易脏，本来想买橙色，但是没现货和地区补贴。还有就是黑色展车好看，实际太不耐脏。另一个是360我觉得周围畸变比较大，倒车我总觉得还没有我的眼睛准确。,2024-01-31,泸州
榴芒冰沙zZ,不开音乐，隔音有点差，胎噪风噪有点大。 外观看着还是不错的，对智驾要求不高，这个时期，真给我智驾也不敢用。 就是怕噪音这个问题。,,珠海
晨晨ful,车身流线型很好看，内饰也是真皮的很柔软很舒服没有杂位，车的智能化非常高，基本上做什么都有智能辅助，很省力，动力真的没的说，拉油车太远了，一踩油门瞬间就窜出去，而且车里隔音也很好，开到140迈也只能听到一些风噪，但是续航真的有点失望，东北零下十几度的时候很明显续航降低很多，660公里的也只能跑到三百多差不多，真的不吹，这个车我觉得除了续航不太好以外，其他方面都特别赞。,2024-01-16,沈阳
端庄云朵XVX,外观真酷😼，内饰没有汉ev好看，还过得去。配置吗！比起以往的比亚迪车，算是给使用者一个交代了。空间嘛，还过的去，我身高一米85，不会感觉难受。开高速全程90码，能做到1:1续航。智能化，还需改进。驾驶感受，开高速很棒！至于方向盘这块，目前没什么感觉。,2024-01-24,温州
俊俏明月Ea,各方面都很好，非要说不满意的地方，就是自带音乐软件是酷我和酷狗，还不让更换默认音乐播放器，我喜欢用QQ音乐。,,成都
遗憾14852,家里人比较喜欢就买了，优点空间大，缺点智驾跟没有一样，特别是L2跟小鹏G6完全不能比，人家技术成熟，我们这半成品都算不上，旁边有车超车马上抢方向盘往另一半开完全不管另一半是什么情况那怕是墙，好几次都差点点出事了， 续航真是一般，快充没销售说的那么快，销售说40多分钟充满，实际百分之20多要1一个半小时内充满，高速有点拉胯，城区如果跑50-60码，脚法好，可以跑400多公里，而且我们这边还不是特别冷，还有一点价格都到20万了，电机才给150，如果看重技术和智驾千万别买这车，如果看重空间可以去看看，底盘不错，暂时这些后续有问题在来追加，,2024-02-06,温州
青岛五月风bbs,驾驶提速很棒，空间很大，智能化水平还挺好反应比较灵敏，悬架这块过颠簸路段有点过滤不是很好的感觉。外观大气漂亮。。。,,济宁
雄心壮志55995658,刚出价格就定了（12月17号），等一个月提车（1月18号），满电从武汉跑回老家180公里左右，电量掉到35％，我的心拔凉拔凉的，心情一下跌落万丈，第一次买电车，这么拉胯，,,武汉
含羞草的眼泪676,目前应该是比亚迪性价比最高的一款车了，比配置线上没赢过线下没输过。充电峰值功率130KWh，充到65%以上可能是为了保护电池功率会降到75KWh左右，400v的车充出800v的速度，比亚迪这充电杠杠的。续航挺能打的，耗电量百公里14.1KWh，这个跟个人脚法有关系，我朋友能开到16KWh。最后补充一句尾翼超级帅！,2024-02-08,济南
浙榮行天下,高速很稳，相比以前比亚迪车型确实好很多，因为上一辆也是比亚迪开了5万公里，目前对智驾需求不大，车还是很满意的，最近气温0度到3度左右，高速大概在19到20（速度105-120左右），市区大概13到15，按照这样能耗高速430左右，市区580左右，主要还是看个人驾驶习惯吧，我习惯很少用刹车，快到红绿灯就靠动能回收慢慢减速,2024-01-24,温州
爆炒蜘蛛蛋,"外观一般般吧，除了屁股看起来还行 车头就是汉的那套 都看厌了。 内饰还行 我这卓越版年前没车低配没氛围灯 打算以后花个两三千加装， 音响很少听歌无所谓。车机普普通通感觉比我以前的秦ev屏幕大了点也没啥了 应用匹配功能性甚至都不如以前的车。
【驾驶感受】
底盘很扎实 很紧 过坎利索转弯车很稳，这是我买这车的主要原因 。开过很多油车电车，合资车20w的底盘都不错 国产车底盘吉利长城还行其他没啥亮点。                                                        【最不满意】
重点来了 这车小溜背后排和后备箱是通的底盘调教又是偏硬收的快那种悬挂所以会有低频共振。可以参考model y 很多车主受不了甚至都把车卖了。开车时就像人在一个大鼓里 车稍微颠簸一下外面有人敲鼓一样咚咚咚的响，这声音不像胎噪、路噪、风噪那些都是白噪音，以前的破车高速噪音巨大但只会觉得吵闹不会烦， 低频共振是直接用震动传脑子里。开几十分钟头晕脑胀 连续开几个小时会耳鸣，长年累月迟早耳朵出问题。4s店也没解决办法，自己买了些后备箱胶条或者给后备箱配些加重块也会做个隔板试试， 还是解决不了只能考虑亏几万出手。 我当时试驾顶配时没这声音不知道是哪里出问题了。
【购车经历】
本来考虑图二宝骏云朵的造型呆萌空间大，就是内饰设计太女性化塑料又多后来放弃了现在肠子都悔青了😭。",2024-02-03,绍兴
宋L王朝,买的662卓越，配置没有问题，开了290公里，市区顺利时耗电14度不到，全程空调，西安冬天不太冷，所以冬天续航问题不大，内饰没有更多可选不够好。,,西安
天天LIAN天天,刚刚提车19天，发现不能打开自动上下电功能…..只要开了会出现让人意想不到的“惊喜”！！！,,荆州
瑶瑶是老六,外观内饰很帅，空间很大没问题。买的低配，对配置没要求够用。续航很扎实，基本1比1。智能化没要求。至于驾驶感受，肯定比我的油车好，只是刚提车还没适应。总体来说很不错,,嘉兴
雕玉未满,寰宇黑外观内敛沉静隐忍锋芒不失霸气，欣赏宋L的车灯、尾饰、流线型车身、低趴猎装造型都是一种享受；真皮内饰简约华丽，动力澎湃，操控感舒适。感谢比亚迪赋予每一位宋L车主的独特体验！,,苏州
幽默菠萝5F7,导航拉胯，自带不支持车道级导航，不支持红绿灯读秒。驾驶体验不错，基本满足日常家庭出行需求，尾翼逻辑有点异常，开启后需要锁车才能完全落下，不推荐白色内饰黑色外漆，非常非常容易脏。比亚迪在油车转电车的车主上来讲还是比较合适的，整体比较适应，但是智能化也的确落后时代了。,2024-02-05,嘉兴
玩车嘚吧嘚,比亚迪宋L虽然归入了宋系列，但由于个性的外观还是非常的出圈，此前预售价格比较高，但实际价格比较接地气，也是大部分网友猜测的价格。其个性外的配置我认为比较符合年轻人的审美，如电动尾翼，溜背造型，无框车门等，并且让我最为喜欢的就是宋L的内饰一改之前比亚迪复杂的风格，整体内饰简洁时尚，最后便是宋L的一些亮眼技术也是比较吸引消费者的。综合价格来说，宋L是值得消费者考虑的一辆车。,2023-12-15,
驾仕派,【最满意】在年轻消费者比较看重的驾控品质方面宋L做得很好，首先宋L前排用的是Nappa真皮一体式座椅，皮质质感比较细腻顺滑，同时也透气，所以坐起来很带感。其次，四驱版宋L配备了前后双电机，系统最大功率380千瓦，能够做到4.3秒破百，所以加速性能完全不用担心。再加上CTB技术和云辇-C的加持，宋L的底盘支撑性和舒适度也是要优于同级SUV的。当然，还有一个比较有意思的地方是，宋L还是同级少见的采用前窄后宽混合胎的车型，所以从这个小细节也可以看出，它把运动调性拉得很足。 【车型分析】首先，宋L在预售时候给出的价格是22-28万，这个价格给大家营造出的心理预期是比较高的，也引起了一定的争议。但是上市价格直接降3万，形成的反差就很明显，消费者就会感觉“吃了耙货”。这也说明比亚迪在营销上也玩得越来越溜了。言归正传，这5款车型该选哪款呢？首先，如果你不差钱，追求极致性能体验的话，24.98万的四驱版可以闭眼选，六边形战士要啥有啥。而对于大多数追求性价比的消费者来说，我个人认为19.98万的550KM卓越版车型和662KM超越版性价比都高。比亚迪在宋L的价格配置设定上是花了心思的，乍眼一看你会觉得20.98万的662KM超越型最划算，其实不然。662KM超越版性价比的确不低，毕竟20万内就能够买到662公里续航、7秒内破百性能、20英寸轮毂，以及过硬的配置、底盘，但是这个版本却在一些关键性配置上是缺失的，比如：买宋L必选的电动尾翼它没给，丹拿音响，后排独立空调也没有，而便宜1万的550KM卓越版却都有提供。也就是说，如果你能够接受一台550km续航，8秒左右破百的电动车的话，550KM卓越版就是可以闭眼买的车型。但是如果你又怕在路上被燃油车超车的话，662KM超越版则是可以考虑的选项。那么，为什么我没有考虑662KM卓越版呢？因为它比550KM卓越版贵了3万。,2023-12-25,
元气天空9Dz,车辆自动泊车功能缺失，香薰缺货，销售都介绍不清车辆的功能，说通过ota升级实现，但无具体的时间，一直拖着消费者,,常德
车有梗,"比亚迪的新车宋L上市的事情，大伙都知道了，这款车不管怎么看，都算是比亚迪纯电家族里面的佼佼者之一，作为一款中型SUV，能把价格干到18万，来了个反向降价，也算是没谁了，毕竟此前的预售价要21万起步，当时，外界还在吐槽这个价格太贵，比亚迪一看，果断来个一波降价，直接砸盘，估摸着其他车企连夜又得开会讨论降价问题了。

不过，在我看来，这款车最值得一说的地方，就是这款车的续航了，低配版的续航达到了550KM，而高配版的续航更是来到了662KM，这个续航几乎可以覆盖了人们日常出行的方方面面，甚至续航已经够我们车主上下班出行一周时间不充电了，但是，我们也会发现，宋L的续航都已经600公里了，似乎仍然没有解决车主的续航焦虑啊。

很多车主看到这个续航时，依然觉得这个续航太少了，而为什么会造成这样的情况呢？其实，答案在于两点，而这第一点，就是车辆本身的问题，很多人一看都有600多公里，但实际续航是多少，我们又不得不打个大大的问号，因为不管是工信部的续航，还是CLTC，这两项续航都是在一定的条件下做出来的续航测试，不具备多少的参考价值。

因为这个续航到了车主手里，必定会打折扣，因为大家开车时，是不是要开空调，开了空调之后，是不是要听点音乐，再加上每个人踩加速的力度都不一样，脚重脚轻都是会影响到续航的，此时，续航就会成为一个玄学，自然，纯电的车主，续航焦虑是肯定的，这点续航压根满足不了他们对于续航的要求。

这还是夏天的时候，到了冬天，那日子更加不好受了， 因为夏天的续航一般不会打折，可到了冬天，南方天气还好，掉电不那么严重，可北方的车主们可就老遭殃了，甭管比亚迪吹刀片电池有多好，本质上来说，刀片电池就是用磷酸铁锂作为材料的，这时候，冬天时，电池肯定会掉电，你说，这样一看，宋L续航能不出问题吗？

除了续航打折外，真正麻烦的是补能焦虑，别看现在很多企业在各大城市里面拼了命建设充电桩，那数量也是多到让玩家数不胜数，可是，问题在于这些企业大多数都集中在了那些大小城市里面，在一些小地方，像县城里面，充电桩的数量甚至还没有隔壁加油站多，更别提那些农村地区了，农村地区的充电桩不能说有，甚至可以说是压根不存在。

此时，补能焦虑将会直接影响到这些车主的选择，而且就算是大城市里面遍地是充电桩的情况下，车主为了省点钱，只能用私桩，而私桩的建设，你是不是得有车位，大城市的一个车位，可不是什么小数目，搞不好就是动辄几十万，那真的是比车都要贵，这就能看出来，补能焦虑在大城市也一样有很多的。

所以，这样一看，宋L哪怕把续航做到600多公里了，恐怕对于车主而言，也不过如此，毕竟那些插混车好歹有个好处，至少自己充不了电，大不了去用油，可宋L，那真的是无话可说了，特别是节假日时，如果车主想出远门，那真的不好意思了，排队充电绝对能让你怀疑人生，因此，纯电车暂时是不太推荐大家去使用的。",2023-12-20,
