字段1_文本,字段2,时间,字段3
陌上花蝴,半个月开下来总体来说还是不错的，先说缺点:驾驶感受亏电有一定顿挫，其他都很平顺，车机可玩性不高因为只支持HUAWEIhicar不是华为手机用不了，软件商店总共就十来款，没什么app可以下载，语音控制有点呆，你让它执行两个任务以后就执行不了，比如打开音乐再打开主驾车窗，这样的指令它只能完成打开音乐。再来说优点:这车外观帅气极具科幻感第一次见他就喜欢上了，特别后面翘起来的小尾翼史整车更具流线型，视觉效果更好看，这车空间那更不用说将近两米的宽度加上快三米的轴距，空间想不大都难，这个空间谁进去感受下都会喜欢的，后排座椅坐着也很舒适，后排空间很大，这车因为有360映像所以这么大的车倒车入库什么的还是出不了什么问题，我一个新手慢慢搞都能把车听到车库中央，车也没擦过，就过窄车道需要倒车的时候车身把控不是太好擦到轮毂了，轻微搽伤还能接受，续航纯电满电我开过136公里比标示的还多一点，这应该得益于车辆电池够大，亏电油耗的话目前新车状态油耗在7个左右，不过两吨多重车完全能接受的，车辆驾驶起来还是很舒适的，方向盘小巧但很灵敏操控起来还蛮舒服的，除了亏电油耗其他情况下油门响应速度还是很给力的，纯电和动力澎湃模式给力，稍微给点油就能很明显的感受到车辆的扭矩输出，在等红灯起步时是那个最靓的仔哈哈😃,2022-11-12,武汉
leafapex,开了5000km感受 首先我是被外观所吸引的，那厚重，紧致的车身，无边间中网，21寸大轮毂把前面发动机位置太高了许多，霸气。 本来就是要买个后排空间大点的，呜呼～这个可不是大可以形容，后排空间有点夸张。瞬间爱！ 内饰该软的地方软，用料什么的我表达不出来，自己感觉舒服，满意。座椅是蛮舒服的，仪表布局也可以。 配置该有的都有，什么ACC，车道保持，自适应巡航，预警什么的，后流媒体挺意外，360全景那是相当清晰，自带的记录仪有4个摄像头，停车监控，棒，省得改装。头枕影响设计可以，独立功放的Sony音响满足。防疲劳驾驶成功让我躲过一次严重交通事故，赞！自动除雾，手机来电降音，车辆人物识别等，我用起来是蛮舒服的，吐槽一下多功能方向盘按键，能不能不连在一起。 纯电续航130我现在不激烈驾驶是相当接近这个里程，还是喜欢开纯电，燃油没纯电来得安静，丝滑。燃油介入，转速是有点高的。作为家用车动力我是相当满足了，动力让我在城市里开相当有信心。,2022-03-06,
爱睡的鱼13,"其他都不写了大家都差不多
【驾驶感受】
7000km后驾驶心得分享一下
先说结论：
想要发挥最好的驾驶体验
不要用官方佛系长续航，
不要用官方佛系长续航，
不要用官方佛系长续航，
用电又用油不划算，耗油广州市区7～8个油，有时上9个油，动力不好，噪音还大，。
平时开车有电建议直接ev模式，亏电自动转换成hev模式，正常广州不是特别堵5～6个油，暂时没见到7个以上油。
隔音方面：淘宝买隔音胶条，
特别是中控隔音胶条，特别管用，5块钱减少好几分贝的噪音。
可以很好解决这些问题。

我的驾驶需求就是每天上下班通勤。前5000km都是用官方的佛系长续航跑，有电的时候动力还行，亏电的时候低速顿挫明显，而且起步比较肉，开空调发动机也吵。
后来想先解决噪音这个问题，
考虑过做全车隔音，查了很多资料发现大多数其他品牌车提升不明显，花了大几万噪音才降低了几分贝，还增加车重，更费电费油。妥妥智商税，放弃了。
考虑换静音轮胎，这个型号的轮胎买不到合适的品牌静音轮胎，查了资料也是最多降低几分贝噪音，感觉性价比也不高，还是放弃了。
在网上花几十块买了隔音胶条，给车门，引擎盖、后尾箱，提升不太明显。直到安装了中控隔音胶条在，亏电驾驶模式换成hev，噪音小了很多，大家可以去试一下，实测有效～",2022-08-17,广州
缘来如此zz,"三月份购的星钻黑，觉得车身外观十分大气，内饰十分好看，车内空间宽阔，孩子们一上车就不停的蹦跶?，大人跷个二郎腿妥妥的。阳光明媚的照耀下车身泛蓝光，闪闪发亮！！若果纯电续航里程增大些就十分完美了。10分满分评价的话，idd可以给9分。
  省电秘籍  HV（纯电模式） 众所周知要省电必须不开空调，一开空调电量唰唰往下掉。电量开启强回收，省成本的就开（开启会有顿挫感，易犯晕，类似坐升降梯停止一刻的晕乎感），想舒适的就把模式改为标准，妥妥的顺畅。
  用车模式  市区内用车适用开启HV(纯电模式)，高速适用开启HEV（混动模式）。新车建议油电一起用，让电机及发动机都相应磨合运用，让各个零器件充分运转。电用光的情况下油耗6-7.8升，一般电量用光就切换强回收补电，通过滑行(不踩油门通过时速滑行)来对发电机进行充电。高速开了30km补了5km的电量，补电量视个人滑行状况而定。野外露营可以自己设保电量高些，外发电烧茶煲饭完全没问题。
  吐槽   
1.方向盘一体式按键经常按错，为什么不学unik油车的做成分体式按键。
2.qq音乐app默认为首播软件不能更改，软件做得不够智能化。软件相应较少
3.自动刹车有时过于敏感，试过两次经过沙井盖自动帮我制动刹车，吓了一大跳。",2022-03-31,广州
terencet,"目前跑了接近100公里，估算下来能够跑110km左右一次，昨天还剩30公里的时候去充电，快充1个小时充满。等这两天不忙了就去申请电表😊。

动力:
         我接车就调整成了i-x模式。根据那个小鸡头像的车友提供的经验进行设置的，目前基本可以做到不用油。
        因为没有怎么深踩过油门，所以只能谈谈平顺性。

平顺性:
        我认为并没有说的那么不堪，大概是20-30公里/小时左右给油/降速，会出现顿挫，其他时候都没什么问题。我认为能够接受。油门给出还是比较丝滑，在这个价位上很能打了。

噪音:
       确实会有点大，我以为原来5系就已经够大了，这个会更大点。大概80km/h胎噪声就比较大了。

路感:
       支撑性还行，路感比之前试驾z6 idd好很多，z6 idd底盘感觉很单薄，kidd的会好很多。不太平整的路面会有细碎的震动持续的传递到车体，过一些小颠簸坑的时候，会有弹动，幅度会大一点。
        另外，刹车点头这个我自己是提前给出刹车，再快刹停的时候抬起踏板，然后再次轻微制动，这样基本可以不点头。

智能化:
        车道保持辅助感觉不好用:变道灯打了之后没有立马变道，然后变道到一半，方向盘都会强行抢回来，目前设置为震动预警。
        L2:提车用了一段，感觉还行，没有画龙。但是目前不知道限速在哪里打开。

自己进行的整备:
       车内门槛条、后备箱搁物板、前挡密封胶条、防踢垫、纸巾盒、底盘装甲（成都重度雾霾，目前没办法喷）、128GTF卡

总结:
       目前虽然开的不多，但是这车基本上有个了解了。主要是老婆怀孕了，需要个后备箱能放下儿童座椅的车，最后选择的这一款。外形很漂亮，空间很大。",2022-11-26,成都
山东金鼎专做软板基材,提车地点：山东省济南市 提车时间：2023/2/1 车辆颜色、配置：22款卓越白色 车辆开了4天，总的来说还是不错的，先说优点 1.空间，空间真的是相当大，跟我们公司配的冠道差不多，很满意。 2.座椅，座椅真的是相当舒服，跟日产大沙发差不多了 3.油耗提车4天了，就提车当天加了200块钱油，现在已经跑了358公里了，期间还充了16块钱的电。剩余里程显示还能跑170公里（估计实际能跑100公里就谢天谢地了）不错。 4.外观，我本人觉得就很好看，而且我老婆也是一眼就看中了，昨天去车管所上牌，回头率还是挺高的，不管是验车员还是年审的工作人员都跟我讲很好看。 不满意的点： 1.续航 续航真的有点拉，在山东零下5℃左右，续航实测只有65公里，而且用120kw的快充充满电得一个半小时，搞不懂。 2.配置 卓越的配置真的有点低啊，氛围灯都没有，主要是灯管都有就是不给开，想不明白，又不用多花钱，也给开了多好！而且还没有自动泊车，辅助驾驶只有L1级别。对比同价位的其他自主品牌，基本都是L2了呀！我可以不用，但是不能没有啊兄dei！ 3.故障！！ 今天提车第四天（2月4日）刚跑完高速，全程才120公里，到小区楼下刚停下车，发动机给我亮黄灯，我真的是，直接爆粗口了好吗！！！！一直消不了，只能过完正月十五去4s店看下，真的是烦啊，新车啊，我以前的老帕萨特基本都没亮过灯啊！没想到被上了一课，真愁人。 总的来说，只能说还行，如果不是这个故障灯，我会很满意的，头疼，看看过两天去4s店怎么说吧。提车第四天我就给我下马威……,2023-02-04,济南
生是见识，不是活着,"外观：家族式前脸大气时尚，开在路上回头率妥妥的，车身线条优雅，相信不管有没有买这车肯定都会被这外观所吸引。
内饰：内饰只有两种，选择性有点少，黑色耐脏沉稳，灰蓝很漂亮高级，在光线充足时尤为惊艳，缺点是不耐脏，需要经常勤快打理。特别是家里有小孩的可要注意了！
配置：国产旗舰车型配置自不必说，能上的黑科技都给你上了，全车真皮座椅，前排座椅通风加热，索尼头枕音响彰显逼格，稍稍有点遗憾的是没有方向盘加热，冬天冻手，以及把自动泊车砍了，个人认为是因车身太大，自动泊车容易碰撞，对于老司机来说不是问题。
续航：说实在话续航有点矛盾，真实续航里程我是能接受的，但是厂家标的1100比较虚，我之前车45升油箱顶多跑500多公里，这车油箱大十升左右，纯油顶多➕100多公里续航，加上用电的100多公里，算出续航应该顶多在800公里，实际我开了一段时间也基本如此，纯电标的130，不开空调不上高速跑100不错了，综合看续航与官方标定的1100公里打七折左右。
智能化：这也是国产旗舰车的优点，全程语音对讲，车上各方位摄像头可以对辅助驾驶提供保障

【驾驶感受】：最后说说驾驶感受，本人工作就是给老板开车，大大小小开过十几款车，方向盘及两个踏板调教比较舒适，既不像德系大众奥迪那般厚重，也不像丰田别克过于轻盈，不过顶配版的扁平胎对颠簸的过滤没有那么好，不过是小问题，整体来说特别满意，值得拥有！",2022-02-22,
大白k不省心,21年9月定的比亚迪宋plus dmi ，等了3个多月没车，22年1月初unik idd 上市，试驾了一下空间动力什么的都还可以，就退了byd ，下定了unik idd ，完全是因为提车快，22年1月20就提车了。开了1年左右22350km，总结一下以下几点： 1、外观造型设计还不错，比较前卫，看着霸气，空间是真的大，特别是后排空间，盆友们坐过的都说舒服。 2、内饰方面有独特的风格，与油k基本一致，但是车机系统真的拉垮，ui 丑得不行，这么久都没有任何的改变，页面简单可玩性太低，我对比了univ 与unit的车机系统，真的是没法比，兼容的软件只有几个，高德地图版本老掉牙，作为一台自主品牌豪华新能源车型真的不应该。 3、动力输出不平顺，时常顿挫，要知道是EV模式下啊，混动HEV更一言难尽，跟个拖拉机一样。期间OTA升级了几次，越升级动力越差，混动HEV 模式下的发动机转速比以前高了，换档逻辑变了，发动机会维持较高的转速，不轻易换更高档，导致油耗高了不少。总结：升级后，动力输出弱了，油耗高了。 4、期间发动机出现故障码2次，需要重启整车后才消除，去4s店检查不出任何问题（这种情况在群里车友没有不发生的，有的变速箱都挂了） 第一代的unik idd 问题太多，不知道新款怎样，想买的考虑清楚吧哈哈！,2023-02-20,深圳
Yu好运,怕分太高厂家膨胀，所以分可能有点低喷子勿扰不对线，虽然好的设置功能是自动的但感觉设置项目太分散了，这边一个系统设置那边有个车主设置还有车辆设置搞的有点杂乱，动力表现绝对不算差的市区通勤家充实在太香了，高速表现动力相当充沛，但是原厂隔音效果一般胎噪风燥较大，系统自带的qq音乐音效不可选太垃圾了，然后灯光的话个人感觉上够用了，不用特意升级因为改灯光这些会脱保，同时亮度个人感觉上绝对够用，颜值绝对能打回头率拉满，销售环节有待加强，然后就是仪表显示问题上信息显示不全，ui的设计语音比较一般转速表要占用屏幕中间的内容不是很方便，续航里程纯电的听说更新后会有大幅改善还没跑完不知道，主动安全配置绝对不会多余用一次就值回票价了 （缺点） 明显的缺点是有点硬说的感觉，但是这次春季包更新后对续航是有明显改善当然电动车的硬伤没办法，然后就是转速表钻直接不能保持显示的同时可以查看其他车辆信息，再有就是品控上会有极小瑕疵的情况，同时更新后有车友反馈有点牺牲动力性能的感觉，当然也看个人需求。 （售后） 售后个人感觉大部分4s都差不多专业程度没有那么高，同时会有不积极解决问题的嫌疑，效率不高浪费时间情况比较明显，并且存在操作不透明等一系列问题还有就是不要相信4s的直播间他们说的存在出入的可能较大，还是要自己研究一下免得花冤枉钱和时间,2022-02-08,
细腻阿利森5K8,"【乘坐体验】
空间啥的非常好，就是前后排坐垫有点短空间那么大坐垫就不能稍微加长点吗
【驾驶感受】
车很好开外表看的笨重开起来非常灵活，混动车里面动力非常好动力是我对这台车最满意的地方

【维修成本】
提车第二天因本人升级系统的时候打开车门导致升级中短结果系统就有了故障散热器一直工作后来销售人员让我扒开电瓶负极结果车辆变速箱高温故障只能后退不能前进，这一点也要提醒一下广大的iDD车一定要注意，后来4S店连合厂家的技术工作人员经过一天的时间给免费解决
【油耗】
这么重的车油耗不到9而且还是没有电的情况个人感觉很好了
【空间表现】
空间非常大

【购车经历】
当时定的比亚迪宋后来车回不来IDD正好发售了先去4S店试驾了还行就直接订了",2022-01-30,
小豚豚一只,最满意的： 最满意的就是idd的外观和21寸的轮毂看起来很大气，内饰做工也非常细腻，轴距大内部空间很宽敞。 最不满意： 车内后排座椅太短，这么大的空间完全可以在长5cm这样乘坐腿部支撑会好很多，hev亏电情况下车辆顿挫明显，车机可玩性很低 驾驶感受： 1.idd是多连杆后独立悬挂，这套悬挂还算中规，舒适度还可以并没有坐船的感觉，整体的支持还是不错的 2.由于轮子脚大开在路面上轮胎的噪音还是蛮大的，但是前排的双层隔音玻璃对80左右的风噪处理还是蛮好的 3.亏电混动模式冷车起步有一点抖动，要等水温上来后才会缓解，由于有变速箱的原因还是能明显的感觉顿挫，但是亏电下动力只要你肯踩油车还是很有力量的。 油耗电耗： hev不亏电的情况下百公里油耗2l左右，电耗百公里23左右 这是气温7度以上不开暖风 如果hev亏电情况下气温0度左右 油耗会在百公里8L左右 给想购车的车主一些宝贵的建议： 1.如果你家里有充电桩买idd绝对没有问题 2.如果你拿这款车当纯油车来开那么你还不如考虑直接换燃油车2.0t 8at 比这个舒服 3.如果你考虑亏电油耗（每年也就能跑1万公里左右）其实百公里8l和百公里6l一年差不了多少看钱的，建议选你喜欢的外观绝不后悔. 以上就这些建议了，作为idd的车主 我挺幸福的,2022-02-22,
麦扣儿说车,外观方面，长安UNI-K iDD与燃油版UNI-K保持一致。前脸由LOGO放射出无数菱形方块，好像科幻电影里的那种元素。Y字型车灯以及日间行车灯，让车头看起来更加饱满。侧身侧面腰线灵动，同时有点圆润的造型，C柱好似溜背造型，同时在C柱顶部还有扰流板造型，车尾不设计有扩散器造型，让整台车更加富有战斗力。尾部贯穿式尾灯，也是目前众多车型设计的元素。混动车型有两款配置，轮圈分别采用20或21英寸。 内饰方面，整体看上去还是很有科技感的。液晶仪表盘10.25英寸，中控屏12.3英寸，显示信息足够丰富。唯一美中不足的是，方向盘略显偏小，对于男士来说有点小了，这样的设计，似乎在东风标致上有所应用。座椅很厚实，还是很舒服的。轴距2890mm，后排空间也不错。 动力方面，长安UNI-K iDD采用混合动力系统，电动机最大马力85Kw，最大扭矩330N·m。最大续航130Km。发动机最大马力122Kw，最大扭矩255N·m。匹配的是一款6档三离合电驱变速箱，在试驾中感受还是非常平顺的。悬挂采用钱麦弗逊，后多连杆的配置。这样的配置在国产车中也越来越常见。整体试驾感受，在场地内我们的试驾有加速、重刹、8字弯、S弯、颠簸路以及道具颠簸路、起伏路、驼峰等。首先讲讲加速，感受就是在急加速的时候，电动机发力的感受并不明显，需要等待一定时间速度明显提升，刹车脚感和力度调教都非常合适。悬挂侧向支撑力以及弹簧调教让整车的乘坐感受都非常不错。对于这样一台车，不到20万的售价，相信日后也会成为中国品牌混动车型竞争力的佼佼者。,2022-03-08,
玩车报告,"长安电混SUV UNI-K iDD推出，则代表着其在新能源领域发展的决心。

【最满意】在外观设计上，UNI-K iDD还是独具个性的，无边界前脸进气格栅、自动弹出式电动门把手设计都很有科技未来感，双边共两除式的排气装饰也不难看出它的运动属性。整体的外观来看，UNI-K iDD和燃油版车型基本还是保持一致。
再看到内饰，粗略一看其实基本上还是燃油版车型的设计，但其实细看还是做了很多细节上的改变。首先就是UNI-K独创的三块“仪表”屏，在中间的屏幕内部加入了扭矩输出指示表，可以显示燃油、电能综合扭矩输出能耗。在科技方面搭载的是联发科MKT8666八核心芯片，还是蛮智能的，控屏显示的信息也较多，而且界面设计和操作上给人的感觉都还算高级智能，车内还是保留了很多机械按键，还是提供了一定的操作便捷性的。

【乘坐体验】值得一提的是在座椅的用料设计方面，头枕和肩靠部位使用了翻毛皮材质，坐垫的部分则采用真皮材质，而且内部填充充足，支撑性很好，软度也适中。

【驾驶感受】在动力方面，自然少不了长安家族的蓝鲸1.5T动力，但不一样的是UNI-K iDD搭载的是混动专用发动机和电动机以及动力电池组成的插电式混合动力系统。发动机最大功率170马力，最大扭矩260牛·米，和其它的的蓝鲸1.5T发动机，相比数据和性能上有一定的降低。但电动机的加入还是加分不少的，电动机最大功率116马力，最大扭矩330Nm，在一定程度上还是弥补了汽油发动机的输出功率不强的缺点，传动部分，长安为iDD匹配的是一台蓝鲸三离合电驱变速箱。

【续航】动力电池组的容量为30kWh，官方NEDC综合续航是1100km，纯电NEDC续航为130km。提供三种充电方式，直流快充、交流快充以及220V家用交流慢充。

总的来看，UNI-K iDD虽然在外观和内饰方面在燃油车的基础上并没有做太大的改变，但在科技和配置上还是有一个质的改变的，而且在动力方面与传统燃油动力相比，更省油开起来也更省心，作为城市的交通工具来说，这两点就够了。",,
引力大白K,"【购车经历】
购买大K之前有考虑过其他一些车型，星途凌云，长安CS75,星越L，博越L，北京X7，捷途X70，瑞虎8plus，去4s店看到k的实车，一眼就看中了大白k，给人的第一眼就觉得车特别大气，很大，内部空间也很足，去体验的顶配版油K。很满意，其他品牌的车也就没去实体店看了，销售告知22款KIDD有特价车，便宜2万，只有卓越版，退而求其次便定了白色卓越版KIDD。

【提车价格】
提车地址：芜湖。裸车16.19，22款卓越版(由于特价车只有卓越版)送了充电桩，贴膜，脚垫，3年6次保养。

【动力表现】
EV模式下提速很快。驾驶很安静，HEV动力也挺足，发动机和电机同时工作。车机提供的i-X(爱创空间)挺好用，佛系长续航：优先使用电池电量，猛踩油门发动机介入会提供动力，待加速完成，发动机停止。动力澎湃：猛踩油门发动机介入会有点只哄不走的感觉，动力响应会有点延迟。

【驾驶感受】
1.由于是卓越版，单层隔音玻璃还是有点欠佳的，可以做到人在车里，关上玻璃，听不见车窗外的人说话。20寸的轮毂，在时速60-80可以明显听的到胎噪和风噪。这里建议预算充足直接上尊贵。双层玻璃应该会好点。

2.方向盘不是那种指哪打哪的感觉，但也不影响驾驶体验。有点不太满意的这么大的车配了一个类似赛车的方向盘(个人很喜欢这种的方向盘，一般来说大车不会配这种D形方向盘的，客观来说会觉得有点怪，哈哈)

3.车在低速行驶时会有点声音(模拟声浪)，模拟声浪不知道在哪里关，个人觉得有点鸡肋。


【亮点配置】
卓越版只有定速巡航，自适应巡航等功辅助驾驶，还算够用的，跑长途的话，感觉高配的并线辅助和车道保持，车道偏离预警功能还是很有用的。

【续航】
满电表显续航130km，在目前4度的天气下大概可以跑个90-100km，满油表还没加满过，目测加满850km应该没啥问题，油耗，功耗可以参考下图。

目前提车2天行驶355公里。体验尚可",2023-02-23,芜湖
Xozero,"【最不满意】
4S店的销售服务，除了管理层和销售态度比较好，其他的工作人员都感觉像欠他们钱一样（不知道是不是老板没发工资）。所有事情都是自己跑去办理的，离店也比较远（23Km），也不安排接送。


【购车经历】
由于限牌原因，所以就考虑买插混的车型，一开始打算买比亚迪的宋怕死或者护卫舰07，但是订车时间确实是现阶段比亚迪最大的问题，太火爆了，完美避开了我用车需求。无意间在网上看见长安这款车，外观内饰空间都完胜宋，基本和护卫差不多，老婆也非常满意，而且急着过年提车开回老家，所以比较着急买。加之深圳疫情刚刚放开，羊了在家2个星期，也耽误了时间。

2022年12月30日突然在网上看见有优惠力度比较大的信息，立马联系当天看车，了解之后是3个月的库存车（9月生产），现车看不到，但是说绝不是展车或运损车之类的，感觉低配价格买高配比较划算，自己又着急，所以当天就下定。

第二天（12月31日）又过来看现车和交车款和办贷款之类，可是看到现车比较失望，外观比较脏，内饰的车套已经没了，除了屏幕膜都已经撕掉了，内饰也有点脏，还有使用痕迹，销售说是他见脏自己撕掉的，我心想这怎么可能呢，我也不拆穿他了，比较价格是实惠，而且他说这些他们会处理和洗干净再交车给我，我们也不纠结（剩最后一辆了），查看下外观没问题就办手续了。后来由于区补关系，又加了1000元开票费用，而且是办完贷款才说是收费，但时我就不太爽了，怎么你办贷款前不说好？有些任人宰割的感觉，无奈贷款已经下来了，也就忍了。由于元旦放假，办不了临牌，所以过几天再交车。

过了几天，2023年1月4日，到交车日期，销售临时有事提前回家，找了同事帮忙交接，先去办临牌，由于跨区需要去车管所办理，4S的销售之前也没说也没安排给我代办，又自己花时间去办理。等办完去到店里看到自己的车，根本就没帮我洗，只是用水把外观冲了下，内饰还是一样，那些沙石和脚印什么的都还在，这实在是太敷衍了，然后看下外观，前档边缘有些掉漆，心里就有点火大了，我让他们领导过来处理。最后补偿两幅漆面+底盘防锈+发动机护板。然后完全没有交车仪式，就开去售后做防锈和加护板。当天也拿不到车，又要自己打车回去，也不安排车送一下。

之后上牌资料是4S提交，没代验车服务，缺少了一些资料还是自己又跑到4S店去拿，让他们工作人员帮忙拿出店也不行，非要我自己下车走到店门口拿（非常无语），感觉习惯了。最后还是自己间开去验车，等行驶证下来，也到下午2点了（早上8点出门）。


【驾驶感受】
目前驾驶里程才100Km，感受不深，基本都是Ev模式在开，所以没有顿挫之类的感觉，非常平顺，HEv也有尝试，目前感觉还是比较平顺的，比预期好些，不知道公里数大了之后会不会有网上说的顿挫感强。去验车的，感觉已经习惯了这种无服务的服务了。



【油耗】
目前没怎么用油，暂不评论


【续航】
纯电续航官方是130Km，实际开下来应该在90%多，没怎么打折，这点不错。


【乘坐体验】
绝对是卖点之一，舒适性比日产大沙发还舒适。对于家庭用车来说非常满意。


【空间表现】
本身就是大五座SUV，空间无需担心，后座地板纯平，感觉我两个3岁儿子都可以躺下去睡觉了。


【亮点配置】
个人感觉是配备了马牌的265/45 R21轮胎，非常霸气。

总结：简单来说，除了4儿子，和车机系统功能性较弱，其他表现不错。",2023-01-13,深圳
呵呵🤭,"提车两个多月啦，车已经躺在修理厂了，先说结论，车是台好车，绿牌插电混的配置高，相同价位的性价比很高！

外观内饰：外观方面确实拉风，提的碧空蓝，这么个大家伙确实好看。内饰方面我选的白内，说实话有点后悔了，看是好看太难打理了，一会就脏了，深色的牛仔裤也不行，属实头大。

空间配置：提的是19.29万元的顶配，配置很高，iacc、全景影像、通风加热、21寸的马牌轮胎等等，空间方面大五座的suv确实很宽敞，后排空间很大，之前觉得后排座椅有点短，现在习惯了确实很舒服。

续航：大家肯定比较关心续航和油耗了，目前形势2100多公里平均油耗7-8个左右，高速跑得较多大概一半以上，市区的话纯电行使了将近700公里。总的来说插电混动车型还是要有自己的车位能充电才能省，毕竟有个30度的大电池，纯电续航的话我们这边温度较高，一般充满电正常行驶开空调都能跑到一百多公里。高速行驶速度120左右百公里油耗要到8个多，毕竟是个2吨多的大车，馈电状态下并没有官方宣传的那么省油，但还是可以接受吧，毕竟车无完车。

智能化：智能化方面做的还可以吧，车机很快，但是配适的软件有点少，车载的QQ音乐确实拉垮，小安的反应很快识别度也很高，缺点就是为什么不弄了哨兵模式呢，摄像头都有实现起来应该不难。遥控泊车连欧尚和uni V都有，unik都没有，这么大个家伙在停车场可是非常的不友好。

驾驶感受：驾驶起来还是挺舒适的，动力很足，跑到一百五六车也还是很稳，高速状态下胎噪有点大，市区行驶很安静，没有特别明显的顿挫。

最后还有一点小吐槽，不能太相信360啊，之前觉得这个360很好用，但是他侧面反应有点慢，360显示没挂到结果就是咣的一声，更换前保险杠和翼子板加两幅油漆，没配件现在还躺在修理厂，开大车大家还是要小心啊😭",2022-03-16,深圳
技术人的消遣,已提车4天，目前行驶不到200km。馈电，纯电，混动模式都开过。综合来看，我个人很满意。 一.关于外观:无懈可击，从UNIT开始关注，如今拿到UNIK IDD，外观比UNIT更霸气，空间更大，很满意。 二，关于内饰:座椅很舒服，配置写的NAPPA真皮，坐过CS95，感觉座椅皮质没CS95高级，也有可能只是不同类型的皮质。柔软度和支撑性很好，后排支撑性略差于前排座椅。不过已经很惊艳了，满意。后排座垫长度不长，可能对于180以上的大长腿会觉得差了点感觉，一般身高的人只能说够用。 三 关于配置:配置太丰富了，很多功能还在摸索中。主动安全的功能很强大，几次压线纠偏，会警告声同时在危险发生前抢夺方向盘，抢方向盘力度不大，幅度也不大，对于新手司机很友好。另外360全境影像和倒车右边后视镜自动翻下很实用，这么大一个车，新手司机如果没有这些配置，开起来是没有信心的。另外后排要是坐人的话，流媒体后视镜就很有用处了。配置对于我来说，只有多的。 四，关于空间:后排空间超级大，大五座的车，如果做成7座，我可能还嫌弃后排不够大了。后备箱空间也很大，后排座椅还能比例放倒，等着去露营，或者考虑中午去后排午休。 五 操控性 :我开的车不多，几十万好车没有开过，可能是没有对比，我感觉操控挺有信心的。以前看见有人批评开k像开船，我没开船的感觉，只是要考虑的行驶空间更大，操控精准度和灵敏度完全没问题，跟轿车没啥差别。由于车太大了，通过性要差一些，算在操控一类，给扣一点分吧，确实没有polo那样的车通过性好，因为有360，开起来一点都不虚，挺踏实的。 六 动力来说 :这么大的车，要百公里做到五六秒我也不敢那么开，这车家用非常棒，要激烈驾驶的话，可能UNIV更合适一点。 七 舒适性 :挺好的，没毛病。 最后说一下油耗:拿到车的时候，纯电续航0，从4s店慢慢开回来，大概50来公里，馈电油耗6.3，以前开车开的不多，驾驶技术一般，平均车速40多吧。我觉得这个馈电油耗可以接受。纯电真实续航还没测，就想着先磨合一下车，后面直接开的混动模式。混动模式，早高峰，平均车速不到40，走走停停，红绿灯较多，开出了混动4.1的油耗，不知道是什么水平，本来P2混动架构就没比亚迪双电机省油，我可以接受，反正后面我大多数就开纯电模式，不在乎。,2022-01-14,
